,depths,Eu_480.0,Ed_480.0,Eo_480.0,Eod_480.0,Eou_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,Eod_540.0,Eou_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,Eod_600.0,Eou_600.0,a_600.0,b_600.0,bb_600.0
99,0.98,0.011074,0.02232,0.067384,0.042375,0.025009,0.095,300.0,0.636,0.0079666,0.015697,0.047707,0.029817,0.017889,0.11367,300.0,0.636,0.005102,0.011143,0.032754,0.021039,0.011715,0.10534,300.0,0.636
100,0.99,0.010776,0.021959,0.06601,0.041651,0.024359,0.095,300.0,0.636,0.0077664,0.015443,0.046765,0.029312,0.017453,0.11367,300.0,0.636,0.0049416,0.010949,0.032016,0.02065,0.011366,0.10534,300.0,0.636
101,1.0,0.010485,0.021605,0.064627,0.04093,0.023697,0.095,125.0,0.265,0.0075718,0.015195,0.045821,0.028811,0.01701,0.095,125.0,0.265,0.0047857,0.010759,0.031275,0.020264,0.011011,0.10466,125.0,0.265
102,1.01,0.010374,0.021433,0.064013,0.040564,0.023449,0.095,125.0,0.265,0.0074965,0.015076,0.045406,0.028563,0.016843,0.095,125.0,0.265,0.0047253,0.010666,0.030944,0.020067,0.010877,0.10466,125.0,0.265
103,1.02,0.010264,0.021262,0.06342,0.040212,0.023208,0.095,125.0,0.265,0.0074219,0.014959,0.045003,0.028323,0.01668,0.095,125.0,0.265,0.0046656,0.010574,0.030625,0.019878,0.010747,0.10466,125.0,0.265
104,1.03,0.010154,0.021093,0.062838,0.039869,0.022969,0.095,125.0,0.265,0.007348,0.014842,0.044607,0.028089,0.016518,0.095,125.0,0.265,0.0046064,0.010483,0.030311,0.019694,0.010618,0.10466,125.0,0.265
105,1.04,0.010046,0.020925,0.062265,0.039531,0.022733,0.095,125.0,0.265,0.0072747,0.014727,0.044216,0.027858,0.016358,0.095,125.0,0.265,0.0045476,0.010392,0.030003,0.019512,0.01049,0.10466,125.0,0.265
106,1.05,0.0099381,0.020758,0.061698,0.039199,0.0225,0.095,125.0,0.265,0.0072018,0.014612,0.04383,0.02763,0.0162,0.095,125.0,0.265,0.0044892,0.010303,0.029697,0.019333,0.010364,0.10466,125.0,0.265
107,1.06,0.0098312,0.020593,0.061138,0.03887,0.022268,0.095,125.0,0.265,0.0071295,0.014498,0.043448,0.027405,0.016043,0.095,125.0,0.265,0.0044312,0.010214,0.029395,0.019156,0.010239,0.10466,125.0,0.265
108,1.07,0.0097249,0.020429,0.060583,0.038545,0.022038,0.095,125.0,0.265,0.0070576,0.014385,0.04307,0.027182,0.015887,0.095,125.0,0.265,0.0043734,0.010126,0.029096,0.018982,0.010114,0.10466,125.0,0.265
