,depths,Eu_480.0,Ed_480.0,Eo_480.0,a_480.0,b_480.0,bb_480.0,Eu_540.0,Ed_540.0,Eo_540.0,a_540.0,b_540.0,bb_540.0,Eu_600.0,Ed_600.0,Eo_600.0,a_600.0,b_600.0,bb_600.0
93,0.92,0.023264,0.028333,0.10445,0.043,500.0,2.12,0.014455,0.018113,0.065894,0.066613,500.0,2.12,0.0067594,0.008844,0.031536,0.11822,500.0,2.12
94,0.93,0.022841,0.027865,0.10264,0.043,500.0,2.12,0.014155,0.01777,0.064594,0.066613,500.0,2.12,0.0065945,0.0086423,0.030795,0.11822,500.0,2.12
95,0.9400000000000001,0.022422,0.027402,0.10086,0.043,500.0,2.12,0.013859,0.017431,0.063308,0.066613,500.0,2.12,0.0064323,0.0084442,0.030067,0.11822,500.0,2.12
96,0.9500000000000001,0.022006,0.026943,0.099085,0.043,500.0,2.12,0.013566,0.017096,0.062038,0.066613,500.0,2.12,0.0062729,0.0082498,0.029352,0.11822,500.0,2.12
97,0.96,0.021593,0.026488,0.097329,0.043,500.0,2.12,0.013276,0.016766,0.060782,0.066613,500.0,2.12,0.0061162,0.0080587,0.028649,0.11822,500.0,2.12
98,0.97,0.021184,0.026037,0.095588,0.043,500.0,2.12,0.012989,0.016439,0.059541,0.066613,500.0,2.12,0.005962,0.0078712,0.027959,0.11822,500.0,2.12
99,0.98,0.020777,0.025591,0.093861,0.043,500.0,2.12,0.012706,0.016116,0.058315,0.066613,500.0,2.12,0.0058104,0.0076869,0.02728,0.11822,500.0,2.12
100,0.99,0.020374,0.025148,0.092149,0.043,500.0,2.12,0.012425,0.015797,0.057101,0.066613,500.0,2.12,0.0056613,0.007506,0.026613,0.11822,500.0,2.12
101,1.0,0.019975,0.024709,0.090451,0.043,500.0,2.12,0.012147,0.015482,0.055902,0.066613,500.0,2.12,0.0055145,0.0073282,0.025957,0.11822,500.0,2.12
102,1.01,0.019578,0.024274,0.088767,0.043,500.0,2.12,0.011873,0.015171,0.054716,0.066613,500.0,2.12,0.0053701,0.0071535,0.025312,0.11822,500.0,2.12
103,1.02,0.019184,0.023842,0.087096,0.043,500.0,2.12,0.011601,0.014863,0.053543,0.066613,500.0,2.12,0.0052279,0.0069818,0.024677,0.11822,500.0,2.12
104,1.03,0.018793,0.023414,0.085439,0.043,500.0,2.12,0.011332,0.014558,0.052382,0.066613,500.0,2.12,0.005088,0.0068131,0.024054,0.11822,500.0,2.12
105,1.04,0.018405,0.02299,0.083795,0.043,500.0,2.12,0.011065,0.014257,0.051235,0.066613,500.0,2.12,0.0049502,0.0066472,0.02344,0.11822,500.0,2.12
106,1.05,0.01802,0.022569,0.082163,0.043,500.0,2.12,0.010801,0.01396,0.050099,0.066613,500.0,2.12,0.0048145,0.0064842,0.022836,0.11822,500.0,2.12
107,1.06,0.017638,0.022152,0.080545,0.043,500.0,2.12,0.01054,0.013666,0.048975,0.066613,500.0,2.12,0.0046808,0.006324,0.022242,0.11822,500.0,2.12
108,1.07,0.017258,0.021738,0.078938,0.043,500.0,2.12,0.010281,0.013375,0.047863,0.066613,500.0,2.12,0.0045492,0.0061664,0.021658,0.11822,500.0,2.12
109,1.08,0.016881,0.021327,0.077344,0.043,500.0,2.12,0.010025,0.013087,0.046762,0.066613,500.0,2.12,0.0044194,0.0060114,0.021082,0.11822,500.0,2.12
110,1.09,0.016506,0.02092,0.075761,0.043,500.0,2.12,0.009771,0.012802,0.045672,0.066613,500.0,2.12,0.0042916,0.005859,0.020516,0.11822,500.0,2.12
111,1.1,0.016134,0.020516,0.07419,0.043,500.0,2.12,0.0095194,0.012521,0.044593,0.066613,500.0,2.12,0.0041655,0.005709,0.019958,0.11822,500.0,2.12
112,1.11,0.015765,0.020115,0.072631,0.043,500.0,2.12,0.00927,0.012242,0.043525,0.066613,500.0,2.12,0.0040413,0.0055615,0.019409,0.11822,500.0,2.12
