,depths,Eu_480.0,Ed_480.0,Eo_480.0,Eod_480.0,Eou_480.0,a_480.0,b_480.0,bb_480.0,Kd_480.0,Eu_540.0,Ed_540.0,Eo_540.0,Eod_540.0,Eou_540.0,a_540.0,b_540.0,bb_540.0,Kd_540.0,Eu_600.0,Ed_600.0,Eo_600.0,Eod_600.0,Eou_600.0,a_600.0,b_600.0,bb_600.0,Kd_600.0,g
56,0.55,0.02172,0.033481,0.10988,0.063896,0.045985,0.06,480.0,1.7808,1.423,0.017724,0.028205,0.0913,0.053627,0.037673,0.0775,480.0,1.7808,1.533,0.011474,0.019725,0.061698,0.03712,0.024578,0.145,480.0,1.7808,1.8259,0.99
57,0.56,0.021309,0.033006,0.10812,0.062964,0.045153,0.06,480.0,1.7808,1.4359,0.017364,0.027774,0.089727,0.052788,0.03694,0.0775,480.0,1.7808,1.5435,0.011204,0.019367,0.060455,0.036431,0.024024,0.145,480.0,1.7808,1.8412,0.99
58,0.57,0.020901,0.032533,0.10636,0.062039,0.044325,0.06,480.0,1.7808,1.4473,0.017005,0.027347,0.088165,0.051954,0.036211,0.0775,480.0,1.7808,1.557,0.010937,0.019013,0.059226,0.035751,0.023475,0.145,480.0,1.7808,1.8491,0.99
59,0.58,0.020495,0.032064,0.10462,0.061118,0.0435,0.06,480.0,1.7808,1.4613,0.016649,0.026923,0.086612,0.051127,0.035486,0.0775,480.0,1.7808,1.5678,0.010672,0.018663,0.058009,0.035078,0.022931,0.145,480.0,1.7808,1.8673,0.99
60,0.59,0.02009,0.031597,0.10288,0.060204,0.04268,0.06,480.0,1.7808,1.4712,0.016294,0.026502,0.08507,0.050305,0.034765,0.0775,480.0,1.7808,1.5819,0.010409,0.018317,0.056805,0.034413,0.022392,0.145,480.0,1.7808,1.8767,0.99
61,0.6,0.019688,0.031133,0.10116,0.059294,0.041863,0.06,480.0,1.7808,1.4867,0.015942,0.026084,0.083537,0.049489,0.034048,0.0775,480.0,1.7808,1.5979,0.010149,0.017975,0.055613,0.033756,0.021858,0.145,480.0,1.7808,1.8897,0.99
62,0.61,0.019287,0.030672,0.09944,0.05839,0.04105,0.06,480.0,1.7808,1.5003,0.015591,0.025669,0.082014,0.048679,0.033335,0.0775,480.0,1.7808,1.6115,0.0098909,0.017638,0.054433,0.033105,0.021328,0.145,480.0,1.7808,1.905,0.99
63,0.62,0.018887,0.030214,0.097731,0.057491,0.04024,0.06,480.0,1.7808,1.5114,0.015242,0.025257,0.0805,0.047874,0.032625,0.0775,480.0,1.7808,1.626,0.0096349,0.017304,0.053265,0.032462,0.020803,0.145,480.0,1.7808,1.9213,0.99
64,0.63,0.01849,0.029758,0.096031,0.056597,0.039434,0.06,480.0,1.7808,1.5256,0.014895,0.024849,0.078995,0.047075,0.031919,0.0775,480.0,1.7808,1.6401,0.0093811,0.016973,0.052109,0.031826,0.020282,0.145,480.0,1.7808,1.9333,0.99
65,0.64,0.018094,0.029305,0.094339,0.055708,0.038631,0.06,480.0,1.7808,1.5431,0.014549,0.024442,0.077498,0.046281,0.031217,0.0775,480.0,1.7808,1.6568,0.0091292,0.016647,0.050963,0.031197,0.019766,0.145,480.0,1.7808,1.9508,0.99
66,0.65,0.017699,0.028855,0.092655,0.054824,0.037831,0.06,480.0,1.7808,1.5569,0.014205,0.024039,0.076011,0.045493,0.030518,0.0775,480.0,1.7808,1.6732,0.0088793,0.016324,0.049828,0.030575,0.019253,0.145,480.0,1.7808,1.9699,0.99
67,0.66,0.017307,0.028407,0.090979,0.053945,0.037034,0.06,480.0,1.7808,1.5708,0.013863,0.023638,0.074532,0.04471,0.029822,0.0775,480.0,1.7808,1.6897,0.0086313,0.016005,0.048703,0.029959,0.018744,0.145,480.0,1.7808,1.9855,0.99
68,0.67,0.016915,0.027961,0.089311,0.05307,0.03624,0.06,480.0,1.7808,1.5886,0.013522,0.02324,0.073061,0.043931,0.029129,0.0775,480.0,1.7808,1.7065,0.0083851,0.015689,0.047589,0.029349,0.018239,0.145,480.0,1.7808,2.0018,0.99
